name,description,link,facebook,linkedin,instagram,youtube,website
Chi Epsilon Pi,"Serves as a means of awarding distinction to students who have high scholastic ability and promise of achievement in meteorology, and promotes student interest in advanced study of meteorology and related sciences.",https://orgcentral.psu.edu/organization/chi-epsilon-pi,N/A,N/A,N/A,N/A,http://ploneprod.met.psu.edu/academics
Chi Phi,Chi Phi fraternity was founded in 1824 and is known as the &quot;oldest men's college fraternity&quot; in existence. The fraternity exists for the &quot;betterment of collegiate men&quot;.,https://orgcentral.psu.edu/organization/chi-phi-migrated,N/A,N/A,https://www.instagram.com/chiphipsu,N/A,https://go.microsoft.com/fwlink
Chi Sigma Iota Honor Society,"Promotes scholarship, research, professionalism, and excellence in counseling, and to recognize high attainment in the pursuit of academic and clinical excellence in the field of counseling.",https://orgcentral.psu.edu/organization/csi-rho-alpha-mu,N/A,N/A,N/A,N/A,http://www.clubs.psu.edu/up
Chick Evans Caddie Scholars,"We represent an educational institution seeking to teach men and women to live and work together, instill in them the ability to embrace individual differences and to respect individual freedoms.&nbsp;Personal growth is our goal; group living is our means.",https://orgcentral.psu.edu/organization/psuevansscholars,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Child Maltreatment Prevention Student Group,"The mission of this organization shall be to help bring awareness to child maltreatment and advocate for children’s health and well-being, as well as bring attention to the existing programs in place. Additionally, the group will aim to implement new act",https://orgcentral.psu.edu/organization/cmas,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Chilean American Students and Community Association,"The mission of the CHASCA is to promote unity, celebrate heritage, and embrace the diversity of Chilean culture within the Penn State community.",https://orgcentral.psu.edu/organization/chasca,N/A,N/A,http://instagram.com/chasca.psu,N/A,https://go.microsoft.com/fwlink
Chinese Popular Music Association,To gather all student who love music and performing together.,https://orgcentral.psu.edu/organization/chinese-popular-music-association,N/A,N/A,https://www.instagram.com/psu_sirius,N/A,https://go.microsoft.com/fwlink
Chinese Students and Scholars Association,"To present the culture of China and promote culture exchange, friendship and mutual understanding between its members and the public. To promote friendship among its members. To cooperate with related offices on campus and...",https://orgcentral.psu.edu/organization/chinese-students-and-scholars-association,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Chinese Undergraduate Student Association,Chinese Undergraduate Student Association at Penn State University is a non-profit and non-political organization. CUSA serves as a diversion from all the burdens and frustration of college. It is designed to provide a healthy and optimistic environment.,https://orgcentral.psu.edu/organization/cusa,N/A,N/A,https://www.instagram.com/psu_cusa,N/A,http://www.clubs.psu.edu/up
Christian Student Fellowship,"Promotes fellowship among Christian students, encourages development of Christian maturity, provides a vehicle for Christian ministry, and develops programs of Christian education.",https://orgcentral.psu.edu/organization/christian-student-fellowship,https://www.facebook.com/CSFPSU,N/A,https://www.instagram.com/csfpsu,N/A,https://go.microsoft.com/fwlink
Circle K,"Circle K International is a collegiate service organization with a worldwide membership that promotes fellowship, leadership, and service.",https://orgcentral.psu.edu/organization/circlek,N/A,N/A,https://www.instagram.com/weare_circlek,N/A,http://www.clubs.psu.edu/up
Civic Engagement Alliance,"The Civic Engagement Alliance welcomes at large-representatives and representatives of student organizations from across the commonwealth. CEA promotes service, leadership, and nonpartisan voter education.",https://orgcentral.psu.edu/organization/civic,N/A,N/A,https://www.instagram.com/cea_psu,N/A,https://go.microsoft.com/fwlink
Clarinet Club,"The purpose of the Penn State Clarinet Club is to: (1) Serve as a forum for clarinetists to share works in progress, techniques, ideas, and resources in an open and non-discriminatory manner, (2) Raise awareness of the...",https://orgcentral.psu.edu/organization/clarinet-club,https://www.facebook.com/groups,N/A,https://www.instagram.com/psuclarinetstudio,N/A,https://sites.psu.edu/clarinet
Classical Guitar Club,The Classical Guitar Club seeks to provide additional educational enrichment to classical guitarists at Penn State.,https://orgcentral.psu.edu/organization/classicalguitarclub,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Classics and Ancient Mediterranean Studies Club,To help educate students on the ancient and classical world and to help develop interest in this field.,https://orgcentral.psu.edu/organization/cams,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Clay cOven,"The mission of this club is to unite ceramic witches, in order to learn from peers and other artists.",https://orgcentral.psu.edu/organization/clay-coven,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Clean Up State Project Club,"CUSP will cater to the Penn State student community and State College community as a whole. We will mobilize and engage our community through sustainable initiatives, cleanups, and education.",https://orgcentral.psu.edu/organization/changewithcusp,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Climate Action Campaign,"The Climate Action Campaign at PSU brings together students interested in learning more and participating in climate action at a local, statewide, and federal level. Our club holds issue-based petition drives, nonpartisan voter registrations, and debates",https://orgcentral.psu.edu/organization/climateactionpsu,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Club Archery,Enables the members of the University community to enjoy and promote the sport of archery.,https://orgcentral.psu.edu/organization/archery,https://www.facebook.com/psuarcheryclub,N/A,https://www.instagram.com/psuarcheryclub,N/A,https://sites.psu.edu/clubarchery
Club Bass Fishing,Club Bass Fishing provides its members with the opportunity to further their knowledge and enjoyment of the sport of fishing. The club also provides a platform for its members to compete in the highest levels of the sport.,https://orgcentral.psu.edu/organization/pennstatebassfishing,https://www.facebook.com/pennstatebassfishing,N/A,https://www.instagram.com/pennstatebassfishing,N/A,http://sites.psu.edu/clubsports
Club Climbing,We rock 🧗&#55356;� The Climbing Club and Collegiate Team offer both recreational and competitive indoor climbing opportunities for all skill levels and disciplines.,https://orgcentral.psu.edu/organization/climbingclub,N/A,N/A,https://www.instagram.com/psu.climbing.club,N/A,https://sites.psu.edu/climbingclub
Club Crew,"Club Crew team on campus that practices and competes regularly. As a part of the Club Sports program, the organization is open for anyone to join and learn how to row.",https://orgcentral.psu.edu/organization/crew,N/A,N/A,https://www.instagram.com/pennstatecrew,N/A,https://go.microsoft.com/fwlink
Club Cricket,The Cricket Club at Penn State seeks to promote the game of cricket amongst all Penn State students by arranging regular practice sessions and matches amongst each other and other universities across the U.S.,https://orgcentral.psu.edu/organization/psucricket,N/A,N/A,https://www.instagram.com/pennstatecricket,N/A,https://go.microsoft.com/fwlink
Club Cross Country,Cross Country was founded so runners of all abilities could have the chance to train and compete in distance running at the collegiate level without the stresses of a varsity sport.,https://orgcentral.psu.edu/organization/clubxc,https://www.facebook.com/PennStateClubXC,N/A,https://www.instagram.com/psuclubxc,https://www.youtube.com/channel/UCWdU2uDqzrgNbzH3Ge6XyXg,https://sites.psu.edu/psuclubxc
Club Curling,"Penn State Club Curling (PSCC) is PSU's newest addition to the Club Sports program. PSCC competes against other universities within USA College Curling. We proudly host the largest college curling team in America, with over 20 registered curlers.",https://orgcentral.psu.edu/organization/clubcurling,https://www.facebook.com/PennStateCurling,N/A,https://www.instagram.com/curlingpsu,N/A,https://sites.psu.edu/curling
Club Dodgeball,Club Dodgeball is a closely-knit group of Penn Staters. Our weekly practices and tournament travel have solidified PSU Dodgeball as one of the best Division 1 team in the nation. All are welcome to join and find a home away from home.,https://orgcentral.psu.edu/organization/dodgeball,N/A,N/A,http://www.instagram.com/psu_clubdodgeball,N/A,http://sites.psu.edu/clubsports
Club Dressage,To promote horsemanship by teaching good sound quality basics and introducing students to the classical riding/training principles of Dressage.,https://orgcentral.psu.edu/organization/dressage,https://www.facebook.com/pennstatedressage,N/A,https://www.instagram.com/psudressage,N/A,https://go.microsoft.com/fwlink
Club Esports,"Providing students opportunities to learn and grow within the realm of Esports through competitions, community events, and personal development.",https://orgcentral.psu.edu/organization/esports-club,https://www.facebook.com/PSUEsports,https://www.linkedin.com/company/penn-state-esports,https://www.instagram.com/psuesports,https://www.youtube.com/channel/UCRPbFjWC7dSRJgdIM38Nxyw,https://go.microsoft.com/fwlink
Club Field Hockey,"Provides regular team field hockey play below the Varsity/Junior Varsity levels, and provides competition with other schools and other club teams.",https://orgcentral.psu.edu/organization/fieldhockey,N/A,N/A,https://www.instagram.com/psuclubfieldhockey,N/A,https://go.microsoft.com/fwlink
Club Golf,Provides students with the opportunity to be part of a competitive environment in the game of golf.,https://orgcentral.psu.edu/organization/golf,N/A,N/A,N/A,N/A,http://sites.psu.edu/clubsports
Club Gymnastics,Provides all individuals interested in gymnastics a place to practice and improve their skills with help from teammates and qualified coaches.,https://orgcentral.psu.edu/organization/gymnastics,https://www.facebook.com/psugymclub,N/A,https://www.instagram.com/psuclubgym,N/A,https://go.microsoft.com/fwlink
Club Kendo,"Kendo (剣道), or &quot;the way of the sword&quot;, is a competitive sport that finds its origins in traditional Japanese swordplay. Commonly referred to as &quot;Japanese fencing&quot;, practitioners of Kendo compete using bamboo swords to score points.",https://orgcentral.psu.edu/organization/kendo,N/A,N/A,https://www.instagram.com/psu_club_kendo,N/A,https://sites.psu.edu/kendo
Club Pickleball,"A fun sport that combines many elements of tennis, badminton and ping-pong. Played both indoors or outdoors on a badminton-sized court and a slightly modified tennis net. Played with a paddle and a plastic ball with holes. Played as doubles or singles.",https://orgcentral.psu.edu/organization/pickleball,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Club Powerlifting,"Helps members compete in sanctioned, drug free power lifting meets while representing Penn State, and promotes individual fitness and well being.",https://orgcentral.psu.edu/organization/powerlifting,N/A,N/A,https://www.instagram.com/pennstatepowerlifting,N/A,http://sites.psu.edu/clubsports
Club Quadball,"Club Quadball is the official club sport organization for Penn State's competitive quadball team. We welcome athletes and potential athletes of all levels, no prior experience necessary! Feel free to email or DM us on our socials with questions!",https://orgcentral.psu.edu/organization/clubquidditch,https://www.facebook.com/PennStateQuidditch,N/A,https://www.instagram.com/pennstatequid,N/A,https://go.microsoft.com/fwlink
Club Roller Hockey,Penn State Club Roller Hockey travels to compete against other colleges in Division II of the Eastern Collegiate Roller Hockey Association (ECRHA).,https://orgcentral.psu.edu/organization/rollerhockey,N/A,N/A,https://www.instagram.com/psurollerhockey,N/A,http://sites.psu.edu/clubsports
Club Roundnet,The mission of this club/organization is to build community and camaraderie among those pursuing their passion for Spikeball/roundnet here at Penn State.,https://orgcentral.psu.edu/organization/clubroundnet,N/A,N/A,https://www.instagram.com/psuclubroundnet,N/A,https://go.microsoft.com/fwlink
Club Sailing,"Provides its members with sailing related instruction and recreation through the promotion of safe boating, study of seamanship, yacht sailing, and intra/inter club competition.",https://orgcentral.psu.edu/organization/sailing,https://www.facebook.com/pg,N/A,https://www.instagram.com/psuclubsail,N/A,https://sites.psu.edu/psusailing
Club Ski Team,"Develops its members' skiing abilities and trains for competition, as well as engages in all types of competitive skiing at every possible level through an active program of physical training, instruction, friendship and competition.",https://orgcentral.psu.edu/organization/skiteam,N/A,N/A,https://instagram.com/pennstateski,N/A,https://sites.psu.edu/skiteam
Club Softball,Provides the opportunity for women to play softball at a competitive level without the commitment of being a member of a Division I Varsity sport.,https://orgcentral.psu.edu/organization/softball,N/A,N/A,https://www.instagram.com/psuclubsoftball,N/A,https://go.microsoft.com/fwlink
Club Swimming,Swimming,https://orgcentral.psu.edu/organization/clubswimming,https://www.facebook.com/people,N/A,https://www.instagram.com/psuclubswim,N/A,https://go.microsoft.com/fwlink
Club Table Tennis,"The Penn State Table Tennis Club aims to bring together table tennis enthusiasts of all skill levels for regular practice, friendly competition, and skill development.",https://orgcentral.psu.edu/organization/table-tennis,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Club Taekwondo,Disciplines the mind and body through Tae Kwon Do.,https://orgcentral.psu.edu/organization/taekwondo,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Club Tennis,"Provides a beneficial extracurricular organization, which promotes athleticism through the sport of tennis.",https://orgcentral.psu.edu/organization/clubtennis,https://www.facebook.com/pg,N/A,https://www.instagram.com/psuclubtennis,https://www.youtube.com/channel/UC1fiJ7U44MvjvdbOkpXmbww,https://go.microsoft.com/fwlink
Club Track and Field,"Penn State's official Club Track &amp; Field team! If interested in learning more follow us on Instagram @PSUTFC. If you wish to compete with us, sign up on IM Leagues and join us at practice on the outdoor track M-Th @ 5:30 PM.",https://orgcentral.psu.edu/organization/trackandfield,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Club Triathlon,"Provides any student or faculty member with the opportunity to improve his/her ability to compete in triathlon or any of three sports (swim, bike, run) of which it is comprised.",https://orgcentral.psu.edu/organization/triathlon,https://www.facebook.com/PennStateTriathlonClub,N/A,https://www.instagram.com/psu_tri,N/A,https://sites.psu.edu/clubtriathlon
Club Twirling,"To provide members with an opportunity to learn, perform, and compete in the sport of twirling.",https://orgcentral.psu.edu/organization/clubtwirling,N/A,N/A,https://www.instagram.com/psuclubtwirling,N/A,http://sites.psu.edu/clubsports
Club Wrestling,Wrestling,https://orgcentral.psu.edu/organization/wrestling,N/A,N/A,https://instagram.com/pennstateclubwrestling,N/A,http://sites.psu.edu/clubsports
Coalition for Christian Outreach,"Aims to deepen and strengthen the spiritual life of the student body through Bible study, prayer, and fellowship.",https://orgcentral.psu.edu/organization/coalition-for-christian-outreach,N/A,N/A,https://www.instagram.com/pennstatechristianathletics,N/A,https://go.microsoft.com/fwlink
Coaly Society,"Promotes the profession of agriculture by establishing, fostering, and developing high standards of leadership, character and spirit of fellowship among all students in agriculture.",https://orgcentral.psu.edu/organization/coaly-society,N/A,N/A,N/A,N/A,http://agsci.psu.edu/clubs
Coda Conduct,"To promote diversity and music education to the University through a cappella singing, and to extend its members' knowledge of music.",https://orgcentral.psu.edu/organization/thecodaconduct,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Coder's Guild,"To provide a collaborative and focused environment where students can share, develop, and execute their project ideas. The club is project-centric, aimed at fostering a culture of action where ideas are transformed into real, functioning projects.",https://orgcentral.psu.edu/organization/coders-guild,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Coffee Club,"The Penn State Coffee Club is a student-focused coffee interest group on the University Park Campus aimed at promoting the connoisseurship, tradition, and science behind brewing and enjoying coffee. Through the club, stude...",https://orgcentral.psu.edu/organization/coffee,N/A,N/A,https://www.instagram.com/psucoffee,N/A,https://go.microsoft.com/fwlink
College Democrats,"The purpose of the College Democrats shall be to promote, both on campus and off, the Democratic Party of the United States of America, its ideals, and its philosophies.",https://orgcentral.psu.edu/organization/psucollegedemocrats,https://www.facebook.com/psudems,N/A,http://www.instagram.com/psucollegedemocrats,N/A,https://go.microsoft.com/fwlink
College of Education Graduate Student Council,CoEGSC is a student-run organization aimed at fostering community across the diverse body of education programs. Our goal is to cultivate dialogue among graduate students in order to increase diversity of thought and to support each other in our journey.,https://orgcentral.psu.edu/organization/coegsc,https://www.facebook.com/PSUCOEGSC,N/A,https://www.instagram.com/psu_coegsc,N/A,http://sites.psu.edu/coegsc
College of Education Student Council,The College of Education Student Council seeks to represent the College of Education student body and promote meaningful student interactions with a variety of stakeholders. We are dedicated to enhancing the undergraduate student experience!,https://orgcentral.psu.edu/organization/esc,https://www.facebook.com/PSUCollegeofEdStudentCouncil,N/A,https://www.instagram.com/psu_esc,N/A,https://go.microsoft.com/fwlink
College of Health and Human Development Ambassadors,"As Ambassadors, members have the opportunity to interact with prospective and current students during Major and Minor Nights, Tours, Accepted Student Programs, and events as requested per the Dean and/or other members of the College’s Administration.",https://orgcentral.psu.edu/organization/hhd-ambassadors,https://www.facebook.com/HHDAmbassadors,N/A,https://instagram.com/hhdambassadors,N/A,https://go.microsoft.com/fwlink
College of Health and Human Development Honor Society,Honors and recognizes students in the College of Health and Human Development with high academic standing and promotes an exchange of ideas between faculty and students.,https://orgcentral.psu.edu/organization/health-and-human-development-honor-society,N/A,N/A,http://instagram.com/psuhhdhonorssociety,N/A,https://go.microsoft.com/fwlink
College of Health and Human Development Undergraduate Student Council,"Represents and acts as a voice of the student body of the college; and develops cooperation, communication, and unity. Helping You Help Others.",https://orgcentral.psu.edu/organization/hhdstudentcouncil,N/A,N/A,https://www.instagram.com/hhdstudentcouncilpsu,N/A,https://go.microsoft.com/fwlink
College Republicans,"The purpose of Penn State College Republicans is to assist in the election of Republican candidates to local, state, and national office, promote conservative ideals and principles at the Pennsylvania State University, and engage in community service.",https://orgcentral.psu.edu/organization/pennstategop,https://www.facebook.com/pennstategop,https://www.linkedin.com/company/pennsylvania-state-college-republicans,http://instagram.com/pennstategop,N/A,https://sites.psu.edu/psucollegerepublicans
Collegian Street Team,The purpose of the Collegian Street Team is to increase awareness and enthusiasm about the Collegian with the Penn State student body.,https://orgcentral.psu.edu/organization/collegian-street-team,https://www.facebook.com/collegian,N/A,https://www.instagram.com/dailycollegian,N/A,https://go.microsoft.com/fwlink
Collegiate Cattlewomen,To promote a higher scholastic standard and a more complete understanding of the cattle industry among student members.,https://orgcentral.psu.edu/organization/collegiate-cattlewomen,https://www.facebook.com/pennstateccw,N/A,https://www.instagram.com/psuccw,N/A,https://go.microsoft.com/fwlink
Collegiate Farm Bureau,"To provide professional development opportunities for students enrolled at the Pennsylvania State University. Working cooperatively with Pennsylvania Farm Bureau, the club will promote agriculture and career education to the surrounding community.",https://orgcentral.psu.edu/organization/cfb,N/A,N/A,https://www.instagram.com/psufarmbureau,N/A,http://www.clubs.psu.edu/up
Collegiate Horsemen's Association,Provides a non-competitive atmosphere for Penn State students and alumni to enjoy horse related activities in the company of others with similar interests.,https://orgcentral.psu.edu/organization/chaps,https://www.facebook.com/CHAPS-549678288405378,N/A,https://www.instagram.com/chaps_psu,N/A,https://go.microsoft.com/fwlink
Collegiate Sportsmen and Women's Coalition,"The Collegiate Sportsmen and Women’s Coalition at Penn State educates students on the role of sportspeople in conservation, key policy issues affecting them, and how to effectively engage with elected officials to support traditional sporting activities.",https://orgcentral.psu.edu/organization/cswc,N/A,N/A,https://www.instagram.com/psu_cswc,N/A,https://go.microsoft.com/fwlink
Colombian American Student Association,"The purpose of the Colombian American Student Association is to foster culture to the Penn State community through various educational activities and social gatherings to help members interact, learn, and connect.",https://orgcentral.psu.edu/organization/casa,N/A,N/A,https://www.instagram.com/casapennstate,N/A,https://go.microsoft.com/fwlink
Colombian Graduate Students Community,"This is an organization created for and by Colombian graduate students, professors, investigators, and the community in general with the purpose of consolidating and raising awareness of our presence in Penn State.",https://orgcentral.psu.edu/organization/colombiancommunityatpennstate,http://www.facebook.com/cgsc.psu,N/A,https://instagram.com/cgsc_psu,N/A,http://sites.psu.edu/cgsc
COMMON,"COMMON is a THON organization that will support the kids, raise money for pediatric cancer, and participate in the 46-hour dance marathon while creating a diverse community of commonwealth students from different branch campuses.",https://orgcentral.psu.edu/organization/commonthon,N/A,N/A,N/A,N/A,https://sites.psu.edu/commonthon
Community Environment and Development Club,"Our club helps connect students with resources, professionals, and opportunities in CED. Students from all majors are welcome to join meetings and activities. Activities range from networking/outing events, fundraising, and guest speaker panels.",https://orgcentral.psu.edu/organization/communityenvironmentdevelopment,N/A,N/A,https://www.instagram.com/psucedclub,N/A,https://go.microsoft.com/fwlink
Comparative and International Education Student Association,The purpose of the Comparative and International Education Student Association is to promote the development of students as scholars and future professionals in the field of Comparative and International Education.,https://orgcentral.psu.edu/organization/ciesa,N/A,N/A,N/A,N/A,https://sites.psu.edu/ciesa
Competitive Ballroom and Latin Dance Club,"We teach members skills need to participate in dancesport competition on the collegiate circuit. Dances offered include, but are not limited to: Waltz, Tango, Foxtrot, Quickstep, Viennese Waltz, Rumba, Cha Cha, Samba, Jive and Paso Doble.",https://orgcentral.psu.edu/organization/competitive-ballroom-and-latin-dance-club,https://www.facebook.com/groups,N/A,https://instagram.com/pennstateballroom,N/A,https://sites.psu.edu/competitiveballroom
Competitive Cyber Security Organization,"The Competitive Cyber Security Organization's (CCSO) purpose is to provide members with opportunities to pursue their interests in all facets of cybersecurity, develop their technical skills, collaborate with organizations, and provide mentorship.",https://orgcentral.psu.edu/organization/competitive-cyber-security-organization,N/A,https://www.linkedin.com/company/psuccso,https://www.instagram.com/ccsopsu,N/A,https://go.microsoft.com/fwlink
Concert Choir,"Penn State Concert Choir is an SATB ensemble that studies various choral literature (from recognizable Renaissance works to pieces penned by living composers), and is regularly featured in scheduled campus concerts and premier venues each season.",https://orgcentral.psu.edu/organization/concertchoir,https://www.facebook.com/psuconcertchoir,N/A,https://www.instagram.com/psuconcertchoir,N/A,http://www.clubs.psu.edu/up
Concrete Canoe Team,"The purpose of the Penn State Concrete Canoe team is to compete in the American Society of Civil Engineers annual Student Concrete Canoe Competition. The Canoes are judged on design, floatation, presentation, and placement within the races.",https://orgcentral.psu.edu/organization/concrete-canoe-team,N/A,N/A,https://www.instagram.com/psuconcretecanoe,N/A,https://go.microsoft.com/fwlink
Consulting Organization,"PSCO is a student organization at Penn State that operates in conjunction with NLCG. NLCG is a student-managed, faculty-supported consulting firm where NLCG members earn academic credit and work with clients on real-world business problems.",https://orgcentral.psu.edu/organization/pennstateconsultingorganization,N/A,https://www.linkedin.com/company/nlcgpsu,https://www.instagram.com/nlcgpsu,N/A,https://go.microsoft.com/fwlink
Coptic Orthodox Student Association,"Coptic Student Association provides a welcoming environment for any student on campus who would like to learn more about the coptic culture and religion. We host social events, bring in guest speakers, hold worship nights, and more!",https://orgcentral.psu.edu/organization/copticclub,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Corporate Innovation and Entrepreneurship Society,"The Corporate Innovation &amp; Entrepreneurship Society (CIES) fosters a creative, innovative culture within Penn State’s community. Our aim is to strengthen the academic and professional network of students interested in entrepreneurship",https://orgcentral.psu.edu/organization/cies,N/A,https://www.linkedin.com/company/ciespsu,https://www.instagram.com/cies_psu,N/A,https://go.microsoft.com/fwlink
Council for Exceptional Children,"Promotes and encourages an awareness, acceptance, and the integration of persons with disabilities into the community and educational environments by sponsoring speakers, integrated events, and other such related activities.",https://orgcentral.psu.edu/organization/cecpennstate,N/A,N/A,http://www.instagram.com/pennstatecec,N/A,https://sites.psu.edu/cecpennstate
Council Of Commonwealth Student Governments,"The Council of Commonwealth Student Governments (CCSG) advocates for the 19 Penn State Commonwealth Campuses by providing a forum for communication, growth, unity and legislative opportunities for Penn State students.",https://orgcentral.psu.edu/organization/ccsg,N/A,N/A,http://www.instagram.com/ccsg_psu,N/A,https://go.microsoft.com/fwlink
Creative Arts Club,CACPS aims to create a social atmosphere for members to build connections and share a variety of art forms. We strive to create a community for artists of all abilities who are looking for a relaxed group to create with.,https://orgcentral.psu.edu/organization/cacps,N/A,N/A,https://www.instagram.com/creativeartsclub_psu,N/A,https://go.microsoft.com/fwlink
Creative Writing Club,"The Creative Writing Club is a casual, community-oriented club dedicated to helping students explore and develop their interest in writing through both independent and collaborative writing projects and activities.",https://orgcentral.psu.edu/organization/creativewritingclub,N/A,https://www.linkedin.com/company/penn-state-creative-writing-club,https://instagram.com/psucwc,N/A,https://sites.psu.edu/creativewritingclub
Crim Bootcamp,We prepare students who plan to join law enforcement after undergraduate with having professionals on our side.,https://orgcentral.psu.edu/organization/crimbootcamp,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Cross-Unit Events,This page is intended to share out events from various units within and across the university.,https://orgcentral.psu.edu/organization/eventsharing,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Crossfit Club,"The CrossFit training program seeks to create an environment where the values of discipline, self enhancement, team unity, and accountability are encouraged and reinforced. In preparing ourselves to succeed in life, this i...",https://orgcentral.psu.edu/organization/psu-crossfit-club,https://www.facebook.com/psucrossfit,N/A,https://www.instagram.com/psucrossfit,N/A,https://go.microsoft.com/fwlink
Cru - Grad Students,Provides fellowship for graduate students interested in investigating or developing a Christian belief system.,https://orgcentral.psu.edu/organization/pscg,https://www.facebook.com/PennStateChristianGrads,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Cru at Penn State,"Penn State Cru is a community where the gospel captivates hearts, transforms lives, and launches men and women into a lifelong adventure with Jesus Christ.",https://orgcentral.psu.edu/organization/cru,https://www.facebook.com/Penn-State-Cru-137863332953428,N/A,https://www.instagram.com/pennstatecru,https://www.youtube.com/user/PennStateCru,https://go.microsoft.com/fwlink
Culinary Medicine Club,CMC is a space where students can learn about the role of nutrition in promoting overall wellness and contributing to preventative medicine. We work to influence healthy eating behaviors in students through education and spreading the joy of cooking!,https://orgcentral.psu.edu/organization/culinarymedicineclub,N/A,N/A,https://www.instagram.com/psuculinarymedicineclub,N/A,https://go.microsoft.com/fwlink
Culture Central,"Culture Central is a creative platform for students of various cultural backgrounds to be seen and heard by hosting entertaining and intellectual discussions. As an organization, we provide a safe space for students to cultivate their skills in media.",https://orgcentral.psu.edu/organization/culturecentral,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Cure Multiple Sclerosis Club,At CMSC we strive to spread awareness and fundraise for the benefit of individuals living with multiple sclerosis.,https://orgcentral.psu.edu/organization/cmsc,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Curriculum and Instruction Graduate Student Association,"CIGSA is a student organization by and for Curriculum and Instruction&nbsp;graduate students. Through events and programming, CIGSA aims to foster a sense of belonging in which members feel valued and supported throughout their graduate program.",https://orgcentral.psu.edu/organization/cigsa,N/A,N/A,https://www.instagram.com/pennstate_cigsa,N/A,https://go.microsoft.com/fwlink
Cybersecurity Consulting Club,We empower students through practical cybersecurity projects and industry-standard experiences to enhance career readiness and networking opportunities.,https://orgcentral.psu.edu/organization/cybersecurity-consulting-club,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Cycling Club,"We promote the use of the bicycle in all its forms, whether on or off-road, as a means of transportation, exercise, recreation, or competition.",https://orgcentral.psu.edu/organization/cycling,N/A,N/A,https://www.instagram.com/psucycling,N/A,http://sites.psu.edu/clubcycling
Dairy Science Club,"Promotes a spirit of mutual goodwill among those students interested in dairying, to develop leadership and to aid in advancing the general welfare of the dairy industry.",https://orgcentral.psu.edu/organization/dairyscienceclub,N/A,N/A,https://instagram.com/pennstatedairyscienceclub,N/A,http://www.clubs.psu.edu/up
Dance Alliance,Facilitate the growth of the Penn State dance community and facilitate student involvement in the Penn State dance community.,https://orgcentral.psu.edu/organization/pennstatedancealliance,N/A,N/A,https://www.instagram.com/pennstatedancealliance,N/A,http://sites.psu.edu/pennstatedancealliance
Dark Storm Step Team,A. Dark Storm Step Team is a club that will unite all students from different cultural backgrounds and to allow them to express their different cultural through step. To perform at different events held on and off campus in the State College community.,https://orgcentral.psu.edu/organization/psustepteam,N/A,N/A,http://www.instagram.com/psustepteam,N/A,https://go.microsoft.com/fwlink
DASH,"The mission of DASH is to bring students together, raise money and spread awareness for the Penn State IFC/Panhellenic marathon (THON). DASH seeks to come together as a family to offer love, comfort and support to children...",https://orgcentral.psu.edu/organization/dash,http://www.facebook.com/pennstatedash,N/A,https://www.instagram.com/dash_psu,N/A,https://sites.psu.edu/dash
Days for Girls,"Days for Girls at Penn State sews and facilitates the distribution of reusable menstrual health kits, organizes fundraisers, and advocates to end period poverty. &#55356;&#57148;🧡🩸",https://orgcentral.psu.edu/organization/days-for-girls-at-penn-state,N/A,N/A,https://www.instagram.com/daysforgirlspsu,N/A,https://go.microsoft.com/fwlink
Dear Hero Program,"To raise the morale of deployed troops, as well as support for veterans and military families both locally and nationally.",https://orgcentral.psu.edu/organization/dearheroprogram,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Decentralized Finance and Digitized Assets Club,"An educational club for students to learn about cryptocurrency, ETFs, blockchain, and other digital assets.",https://orgcentral.psu.edu/organization/decentralizedfinance,N/A,N/A,https://www.instagram.com/psu_defi,N/A,https://go.microsoft.com/fwlink
Delta Chi,"Delta Chi strives to promote friendship, develop character, advance justice, and assist in the acquisition of a sound education.",https://orgcentral.psu.edu/organization/delta-chi,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
Delta Delta Epsilon,"The mission of the Society is to stimulate academic achievement, promote community understanding, and advance the fields of forensic science.",https://orgcentral.psu.edu/organization/delta-delta-epsilon,N/A,N/A,N/A,N/A,https://go.microsoft.com/fwlink
